Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	AntesLongitude	AntesLatitude	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria	Classe	longitude	latitude
SIDR	MS0070	Retiro Piúva	MIRANDA	Mato Grosso do Sul			056°42'13.0W"	19°50'08.0S"	100,0	VFR	Sem Operação	18/36	500,0000	18,00	3500 Kg /   0.50 MPa	Grama							03/05/2022	PA2012-0831	https://pergamum.anac.gov.br/arquivos/PA2012-0831.pdf	Privado	-56.7036111111100	-19.8355555555556
SDUF	MS0056	Fazenda Touro Peru	PORTO MURTINHO	Mato Grosso do Sul			057°30'24.0W"	21°04'50.0S"	150,0	VFR	Sem Operação	04/22	900,0000	35,00	5700 Kg /   0.50 MPa	Cascalho							14/10/2023	PA2013-2688	https://pergamum.anac.gov.br/arquivos/PA2013-2688.pdf	Privado	-57.5066666666700	-21.0805555555556
SWVS	MT0419	Baía do Padre	VILA BELA DA SANTÍSSIMA TRINDADE	Mato Grosso			060°02'32.0W"	15°51'32.0S"	222,0	VFR	Sem Operação	16/34	900,0000	20,00	4500 Kg /   0.50 MPa	Cascalho							23/05/2022	PA2015-3424	https://pergamum.anac.gov.br/arquivos/PA2015-3424.pdf	Privado	-60.0422222222200	-15.8588888888889
SJIR	BA0113	Engenheiro Joaquim Martins	IRAMAIA	Bahia			040°52'41.0W"	13°18'40.0S"	528,0	VFR	Sem Operação	01/19	1200,0000	30,00	26/F/B/X/T	Asfalto							07/05/2031	PA2021-4898	https://pergamum.anac.gov.br/arquivos/PA2021-4898.pdf	Privado	-40.8780555555600	-13.3111111111111
SDHX	RS0055	D'Tapes	TAPES	Rio Grande do Sul			051°32'06.0W"	30°44'59.0S"	40,0	VFR	Sem Operação	15/33	438,0000	18,00	3000 Kg /   0.50 MPa	Terra							01/10/2030	PA2020-2444	https://pergamum.anac.gov.br/arquivos/PA2020-2444.pdf	Privado	-51.5350000000000	-30.7497222222222
SNYY	PR0070	Sítio São Luiz	BOA ESPERANÇA	Paraná			052°47'32.0W"	24°15'45.0S"	585,0	VFR	Sem Operação	15/33	700,0000	20,00	4500 Kg /   0.50 MPa	Grama							10/03/2024	PA2014-0524	https://pergamum.anac.gov.br/arquivos/PA2014-0524.pdf	Privado	-52.7922222222200	-24.2625
SWRW	MT0391	Fazenda Santa Alice	MIRASSOL D'OESTE	Mato Grosso			058°02'40.0W"	15°35'15.0S"	229,0	VFR	Sem Operação	18/36	950,0000	20,00	5400 Kg /   0.50 MPa	Cascalho							06/06/2022	PA2012-1131	https://pergamum.anac.gov.br/arquivos/PA2012-1131.pdf	Privado	-58.0444444444400	-15.5875
SNMD	PA0097	Mundico Coelho	ITAITUBA	Pará			056°50'42.0W"	06°50'10.0S"	143,0	VFR	Sem Operação	15/33	700,0000	20,00	5700 Kg /   0.50 MPa	Cascalho										Privado	-56.8450000000000	-6.83611111111111
SWOZ	MT0376	Fazenda Santo Antônio	CAMPO VERDE	Mato Grosso			054°53'57.0W"	15°18'38.0S"	654,0	VFR	VFR	01/19	1200,0000	30,00	22/F/C/X/T	Asfalto							16/10/2022	PA2012-2155	https://pergamum.anac.gov.br/arquivos/PA2012-2155.pdf	Privado	-54.8991666666700	-15.3105555555556
SJNG	RR0087	Xidea	ALTO ALEGRE	Roraima			063°52'10.0W"	02°36'25.0N"	606,0	VFR	Sem Operação	01/19	800,0000	30,00	5600 Kg /   0.50 MPa	Grama							28/12/2022	PA2012-2885	https://pergamum.anac.gov.br/arquivos/PA2012-2885.pdf	Privado	-63.8694444444400	2.60694444444444
SITI	MG0110	Fazenda Baluarte	LAGOA DOS PATOS	Minas Gerais			044°47'25.0W"	17°00'46.0S"	524,0	VFR	Sem Operação	11/29	1190,0000	30,00	5700 Kg /   0.62 MPa	Cascalho							05/10/2021	PA2011-1913	https://pergamum.anac.gov.br/arquivos/PA2011-1913.pdf	Privado	-44.7902777777800	-17.0127777777778
SJRU	PA0169	Fazenda Terra Roxa	SANTA MARIA DAS BARREIRAS	Pará			050°24'23.0W"	08°43'00.0S"	220,0	VFR	Sem Operação	10/28	1100,0000	18,00	5700 Kg /   0.50 MPa	Terra										Privado	-50.4063888888900	-8.71666666666667
SIBK	RS0058	Aeroclube de Bagé	BAGÉ	Rio Grande do Sul			054°08'09.0W"	31°19'40.0S"	222,0	VFR	Sem Operação	11/29	570,0000	30,00	4000 Kg /   0.50 MPa	Grama							24/10/2027	PA2017-3349	https://pergamum.anac.gov.br/arquivos/PA2017-3349.pdf	Privado	-54.1358333333300	-31.3277777777778
SJCP	GO0069	Fazenda São Roberto	PARAÚNA	Goiás			050°50'44.0W"	17°04'04.0S"	767,0	VFR	Sem Operação	04/22	900,0000	25,00	5000 Kg /   0.50 MPa	Cascalho							20/11/2024	PA2014-2723	https://pergamum.anac.gov.br/arquivos/PA2014-2723.pdf	Privado	-50.8455555555600	-17.0677777777778
SWJA	SC0040	FAZENDA AERO-AMIL	ITAJAÍ	Santa Catarina			048°51'12.0W"	27°01'03.0S"	22,0	VFR	VFR	15/33	799,0000	18,00	13/F/D/Y/T	Asfalto							26/01/2025	PA2018-1247	https://pergamum.anac.gov.br/arquivos/PA2018-1247.pdf	Privado	-48.8533333333300	-27.0175
SJCS	RO0016	Fazenda Santa Carmem	PORTO VELHO	Rondônia			065°08'40.0W"	09°43'11.0S"	122,0	VFR	Sem Operação	08/26	750,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							04/07/2028	PA2018-1967	https://pergamum.anac.gov.br/arquivos/PA2018-1967.pdf	Privado	-65.1444444444400	-9.71972222222222
SWGL	RS0170	AAGV - Associação Aerodesportiva de Getulio Vargas	GETÚLIO VARGAS	Rio Grande do Sul			052°11'05.0W"	27°51'45.0S"	665,0	VFR	Sem Operação	12/30	900,0000	18,00	5700 Kg /   0.50 MPa	Grama										Privado	-52.1847222222200	-27.8625
SWGP	GO0124	Nilton Perillo de Oliveira/ Palmeiras de Goiás	PALMEIRAS DE GOIÁS	Goiás			049°52'46.0W"	16°49'37.0S"	608,0	VFR	Sem Operação	03/21	1140,0000	20,00	8/F/C/Y/U	Asfalto										Privado	-49.8794444444400	-16.8269444444444
SSPE	MT0307	Essência Retiro do Rio Cuiabá	NOBRES	Mato Grosso			055°36'34.0W"	14°26'08.0S"	255,0	VFR	Sem Operação	08/26	1000,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							27/11/2024	PA2014-2819	https://pergamum.anac.gov.br/arquivos/PA2014-2819.pdf	Privado	-55.6094444444400	-14.4355555555556
SNXS	MT0588	Agropecuária Lazarotto	TAPURAH	Mato Grosso			056°37'27.0W"	12°36'58.0S"	381,0	VFR	Sem Operação	10/28	1000,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							24/10/2029	PA2019-3232	https://pergamum.anac.gov.br/arquivos/PA2019-3232.pdf	Privado	-56.6241666666700	-12.6161111111111
SJAQ	MG0116	Fazenda Renascença	URUANA DE MINAS	Minas Gerais			046°21'16.0W"	16°07'01.0S"	926,0	VFR	Sem Operação	07/25	1280,0000	45,00	4000 Kg /   0.50 MPa	Terra							23/09/2024	PA2014-2249	https://pergamum.anac.gov.br/arquivos/PA2014-2249.pdf	Privado	-46.3544444444400	-16.1169444444444
SJGY	GO0075	Fazenda Barriguda	SÃO DOMINGOS	Goiás			046°44'36.9W"	13°42'30.1S"	456,0	VFR	Sem Operação	11/29	800,0000	30,00	5700 Kg /   0.50 MPa	Cascalho							05/12/2023	PA2013-3179	https://pergamum.anac.gov.br/arquivos/PA2013-3179.pdf	Privado	-46.7435833333300	-13.7083611111111
SIWX	MT0467	Fazenda Comil	SAPEZAL	Mato Grosso			058°53'00.0W"	13°55'34.0S"	639,0	VFR	Sem Operação	01/19	1050,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							12/12/2028	PA2018-3721	https://pergamum.anac.gov.br/arquivos/PA2018-3721.pdf	Privado	-58.8833333333300	-13.9261111111111
SIWD	MA0026	Pequena Holanda I	ALTO PARNAÍBA	Maranhão			046°08'11.0W"	09°00'33.0S"	491,0	VFR	Sem Operação	11/29	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							25/01/2022	PA2014-0372	https://pergamum.anac.gov.br/arquivos/PA2014-0372.pdf	Privado	-46.1363888888900	-9.00916666666667
SSBM	MS0249	Fazenda Lageado	DOIS IRMÃOS DO BURITI	Mato Grosso do Sul			055°26'50.0W"	20°17'27.0S"	198,0	VFR	Sem Operação	01/19	700,0000	30,00	5600 Kg /   0.50 MPa	Grama							11/09/2024	PA2014-2112	https://pergamum.anac.gov.br/arquivos/PA2014-2112.pdf	Privado	-55.4472222222200	-20.2908333333333
SIWT	MT0147	Fazenda Santa Terezinha I	SANTA TEREZINHA	Mato Grosso			050°36'37.0W"	10°21'43.0S"	220,0	VFR	Sem Operação	02/20	1200,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							02/12/2025	PA2015-3177	https://pergamum.anac.gov.br/arquivos/PA2015-3177.pdf	Privado	-50.6102777777800	-10.3619444444444
SSBU	MS0251	Fazenda Baguaçu - Miragem	PORTO MURTINHO	Mato Grosso do Sul			057°08'25.0W"	21°27'23.0S"	363,0	VFR	Sem Operação	17/35	1000,0000	18,00	5600 Kg /   0.50 MPa	Grama							07/10/2023	PA2013-2597	https://pergamum.anac.gov.br/arquivos/PA2013-2597.pdf	Privado	-57.1402777777800	-21.4563888888889
SDOA	MA0013	Fazenda Lagoa da Floresta	BARRA DO CORDA	Maranhão			045°04'59.0W"	05°29'12.0S"	191,0	VFR	Sem Operação	12/30	800,0000	18,00	5670 Kg /   0.50 MPa	Terra							21/10/2025	PA2021-4235	https://pergamum.anac.gov.br/arquivos/PA2021-4235.pdf	Privado	-45.0830555555600	-5.48666666666667
SWEP	PR0198	Estância Punta Del Este	SERTANEJA	Paraná			050°58'57.6W"	22°48'16.0S"	350,0	VFR	Sem Operação	10/28	1020,0000	20,00	15/F/B/X/U	Asfalto							10/09/2029	PA2019-2744	https://pergamum.anac.gov.br/arquivos/PA2019-2744.pdf	Privado	-50.9826666666700	-22.8044444444444
SIKW	BA0089	Fazenda Vista Linda 	MUCURI	Bahia			039°35'38.0W"	18°08'49.0S"	16,0	VFR	Sem Operação	14/32	650,0000	18,00	5400 Kg /   0.50 MPa	Terra							20/04/2027	PA2017-1160	https://pergamum.anac.gov.br/arquivos/PA2017-1160.pdf	Privado	-39.5938888888900	-18.1469444444444
SIRI	BA0096	Barra Grande	MARAÚ	Bahia			038°56'24.0W"	13°54'22.0S"	10,0	VFR	Sem Operação	11/29	1200,0000	23,00	18/R/C/W/T	Concreto							07/01/2031	PA2020-3610	https://pergamum.anac.gov.br/arquivos/PA2020-3610.pdf	Privado	-38.9400000000000	-13.9061111111111
SJQD	BA0120	Grupo Shimohira	FORMOSA DO RIO PRETO	Bahia			046°28'21.0W"	11°26'58.0S"	883,0	VFR	Sem Operação	06/24	1100,0000	20,00	5600 Kg /   0.50 MPa	Cascalho							13/05/2025	PA2015-1108	https://pergamum.anac.gov.br/arquivos/PA2015-1108.pdf	Privado	-46.4725000000000	-11.4494444444444
SWLM	RO0031	Fazenda Mustang II	CANDEIAS DO JAMARI	Rondônia			063°33'24.0W"	09°14'43.0S"	96,0	VFR	Sem Operação	10/28	900,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							26/09/2028	PA2018-2854	https://pergamum.anac.gov.br/arquivos/PA2018-2854.pdf	Privado	-63.5566666666700	-9.24527777777778
SJTH	GO0288	Fazenda Pôr do Sol	CRISTALINA	Goiás			047°22'24.0W"	16°14'55.0S"	903,0	VFR	Sem Operação	13/31	850,0000	23,00	5400 Kg /   0.50 MPa	Terra							01/09/2030	PA2020-2023	https://pergamum.anac.gov.br/arquivos/PA2020-2023.pdf	Privado	-47.3733333333300	-16.2486111111111
SNAY	MT0240	Fazenda São João	PONTES E LACERDA	Mato Grosso			059°21'09.0W"	15°14'51.0S"	301,0	VFR	Sem Operação	18/36	700,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							17/10/2027	PA2017-3282	https://pergamum.anac.gov.br/arquivos/PA2017-3282.pdf	Privado	-59.3525000000000	-15.2475
SWJH	RS0122	Sementes Beé	TAPEJARA	Rio Grande do Sul			051°58'06.0W"	28°03'09.0S"	670,0	VFR	VFR	18/36	900,0000	18,00	4700 Kg /   0.50 MPa	Grama							05/09/2029	PA2019-2787	https://pergamum.anac.gov.br/arquivos/PA2019-2787.pdf	Privado	-51.9683333333300	-28.0525
SWXO	PA0151	Fazenda Porto Seguro	SÃO FÉLIX DO XINGU	Pará			052°43'38.0W"	07°07'54.0S"	244,0	VFR	Sem Operação	03/21	1000,0000	30,00	3000 Kg /   0.30 MPa	Cascalho							04/03/2023	PA2013-0536	https://pergamum.anac.gov.br/arquivos/PA2013-0536.pdf	Privado	-52.7272222222200	-7.13166666666667
SWDB	MS0367	Fazenda Barro Preto	CORUMBÁ	Mato Grosso do Sul			057°12'22.0W"	19°49'07.0S"	95,0	VFR	Sem Operação	14/32	1000,0000	50,00	5000 Kg /   0.50 MPa	Grama							14/02/2028	PA2018-0348	https://pergamum.anac.gov.br/arquivos/PA2018-0348.pdf	Privado	-57.2061111111100	-19.8186111111111
SSME	MS0306	Fazenda Ipiranga	ANASTÁCIO	Mato Grosso do Sul			055°33'57.0W"	20°58'50.0S"	245,0	VFR	Sem Operação	02/20	1000,0000	30,00	3000 Kg /   0.50 MPa	Grama							23/07/2023	PA2013-1885	https://pergamum.anac.gov.br/arquivos/PA2013-1885.pdf	Privado	-55.5658333333300	-20.9805555555556
SJBF	MG0117	Fazenda Santa Bárbara	MANGA	Minas Gerais			044°11'17.0W"	14°37'04.0S"	508,0	VFR	Sem Operação	14/32	950,0000	23,00	4000 Kg /   0.50 MPa	Terra							17/04/2023	PA2013-0978	https://pergamum.anac.gov.br/arquivos/PA2013-0978.pdf	Privado	-44.1880555555600	-14.6177777777778
	AC0005	Xapuri	XAPURI	Acre			068°29'10.0W"	10°39'48.0S"	183,0	VFR	Sem Operação	17/35	750,0000	20,00	8/F/B/Y/U	Asfalto							09/03/2031	PA2021-4380	https://pergamum.anac.gov.br/arquivos/PA2021-4380.pdf	Privado	-68.4861111111100	-10.6633333333333
SDBI	MS0024	Fazenda Piray	SETE QUEDAS	Mato Grosso do Sul			055°03'21.5W"	23°53'06.7S"	353,6	VFR	Sem Operação	05/23	800,0000	20,00	5600 Kg /   0.50 MPa	Grama							16/07/2022	PA2012-1418	https://pergamum.anac.gov.br/arquivos/PA2012-1418.pdf	Privado	-55.0559722222200	-23.8851944444444
SJRP	MT0481	Grupo Pronorte	MARCELÂNDIA	Mato Grosso			054°31'55.0W"	11°05'21.0S"	311,0	VFR	Sem Operação	06/24	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							19/12/2028	PA2018-3788	https://pergamum.anac.gov.br/arquivos/PA2018-3788.pdf	Privado	-54.5319444444400	-11.0891666666667
SNSH	PA0106	São José	SANTARÉM	Pará			054°43'56.2W"	02°34'28.3S"	134,0	VFR	Sem Operação	10/28	1500,0000	30,00	5700 Kg /   0.50 MPa	Cascalho										Privado	-54.7322777777800	-2.57452777777778
SDES	SP0097	Estância Colorado	SALES OLIVEIRA	São Paulo			047°51'43.0W"	20°45'43.0S"	723,0	VFR	Sem Operação	01/19	1027,0000	30,00	5600 Kg /   0.50 MPa	Terra							05/06/2024	PA2014-1298	https://pergamum.anac.gov.br/arquivos/PA2014-1298.pdf	Privado	-47.8619444444400	-20.7619444444444
SNBJ	MT0600	Fazenda São Gotardo	BRASNORTE	Mato Grosso			057°24'29.6W"	13°00'45.8S"	381,0	VFR	Sem Operação	03/21	1300,0000	18,00	5700 Kg /   0.50 MPa	Terra							03/12/2030	PA2020-3169	https://pergamum.anac.gov.br/arquivos/PA2020-3169.pdf	Privado	-57.4082222222200	-13.0127222222222
SJOJ	MA0030	Simasa	AÇAILÂNDIA	Maranhão			047°23'25.0W"	04°52'15.0S"	217,0	VFR	Sem Operação	08/26	1190,0000	23,00	6/F/A/Y/T	Asfalto							13/06/2022	PA2021-4255	https://pergamum.anac.gov.br/arquivos/PA2021-4255.pdf	Privado	-47.3902777777800	-4.87083333333333
SBOY	MS0483	Fazenda São José	CORUMBÁ	Mato Grosso do Sul			056°10'47.0W"	17°25'06.0S"	120,0	VFR	Sem Operação	15/33	600,0000	18,00	5700 Kg /   0.50 MPa	Grama							03/11/2030	PA2020-2868	https://pergamum.anac.gov.br/arquivos/PA2020-2868.pdf	Privado	-56.1797222222200	-17.4183333333333
SNPT	MG0456	Fazenda Paraíso	CONCEIÇÃO DAS ALAGOAS	Minas Gerais			048°29'30.6W"	20°05'16.2S"	487,0	VFR	Sem Operação	15/33	799,0000	18,00	5600 Kg /   0.25 MPa	Grama										Privado	-48.4918333333300	-20.0878333333333
SSXC	MS0523	Fazenda Laguna Porã	PORTO MURTINHO	Mato Grosso do Sul			057°37'17.9W"	21°50'53.8S"	115,0	VFR	Sem Operação	04/22	800,0000	18,00	5700 Kg /   0.50 MPa	Grama							24/07/2030	PA2020-1807	https://pergamum.anac.gov.br/arquivos/PA2020-1807.pdf	Privado	-57.6216388888900	-21.8482777777778
	MT0658	Fazenda Mesa Vermelha	GUIRATINGA	Mato Grosso			053°27'07.0W"	16°17'24.0S"	766,0	VFR	Sem Operação	15/33	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							25/02/2031	PA2021-4188	https://pergamum.anac.gov.br/arquivos/PA2021-4188.pdf	Privado	-53.4519444444400	-16.29
SIBV	MS0067	Fazenda Bela Vista	NOVA ALVORADA DO SUL	Mato Grosso do Sul			054°29'19.0W"	21°26'55.0S"	330,0	VFR	Sem Operação	17/35	800,0000	30,00	5700 Kg /   0.50 MPa	Terra							20/09/2021	PA2011-1797	https://pergamum.anac.gov.br/arquivos/PA2011-1797.pdf	Privado	-54.4886111111100	-21.4486111111111
SISW	MT0131	Fazenda Mato Grosso	CAMPOS DE JÚLIO	Mato Grosso			059°09'46.0W"	13°49'22.0S"	515,0	VFR	Sem Operação	02/20	1200,0000	20,00	5700 Kg /   0.50 MPa	Terra							27/03/2025	PA2015-0749	https://pergamum.anac.gov.br/arquivos/PA2015-0749.pdf	Privado	-59.1627777777800	-13.8227777777778
SSKF	AM0040	Fazenda Santa Fé	IRANDUBA	Amazonas			060°51'01.0W"	03°03'25.0S"	90,0	VFR	Sem Operação	06/24	800,0000	30,00	5700 Kg /   0.50 MPa	Piçarra							21/02/2028	PA2018-0543	https://pergamum.anac.gov.br/arquivos/PA2018-0543.pdf	Privado	-60.8502777777800	-3.05694444444444
SDFC	SP0098	Fazenda Constância	ALTAIR	São Paulo			049°11'20.0W"	20°29'20.0S"	509,0	VFR	Sem Operação	18/36	1000,0000	23,00	5700 Kg /   0.50 MPa	Terra							11/05/2021	PA2014-0981	https://pergamum.anac.gov.br/arquivos/PA2014-0981.pdf	Privado	-49.1888888888900	-20.4888888888889
SJLS	RR0059	Marupá	BONFIM	Roraima			059°49'17.0W"	02°07'31.0N"	151,0	VFR	Sem Operação	18/36	600,0000	20,00	4000 Kg /   0.50 MPa	Terra							28/12/2022	PA2012-2858	https://pergamum.anac.gov.br/arquivos/PA2012-2858.pdf	Privado	-59.8213888888900	2.12527777777778
SJQJ	SP0213	Fazenda Fortaleza	JABORANDI	São Paulo			048°22'22.0W"	20°35'45.0S"	494,0	VFR	Sem Operação	10/28	800,0000	18,00	5000 Kg /   0.50 MPa	Terra							23/06/2025	PA2015-1533	https://pergamum.anac.gov.br/arquivos/PA2015-1533.pdf	Privado	-48.3727777777800	-20.5958333333333
SIKJ	MT0101	Fazenda JK	COMODORO	Mato Grosso			059°55'04.0W"	13°01'57.0S"	603,0	VFR	Sem Operação	15/33	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							06/05/2025	PA2015-1045	https://pergamum.anac.gov.br/arquivos/PA2015-1045.pdf	Privado	-59.9177777777800	-13.0325
SIQF	SP0193	Fazenda Palmital	MORRO AGUDO	São Paulo			048°17'13.0W"	20°41'46.0S"	500,0	VFR	Sem Operação	17/35	900,0000	20,00	5600 Kg /   0.50 MPa	Cascalho							13/06/2023	PA2016-2950	https://pergamum.anac.gov.br/arquivos/PA2016-2950.pdf	Privado	-48.2869444444400	-20.6961111111111
SJBH	MT0164	Fazenda Canaã	CANARANA	Mato Grosso			052°31'35.0W"	12°48'04.0S"	350,0	VFR	Sem Operação	02/20	900,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							16/09/2023	PA2013-2398	https://pergamum.anac.gov.br/arquivos/PA2013-2398.pdf	Privado	-52.5263888888900	-12.8011111111111
SDZW	MG0088	Jonis Pereco	BURITIZEIRO	Minas Gerais			045°02'57.0W"	17°35'30.0S"	549,0	VFR	Sem Operação	12/30	800,0000	25,00	3500 Kg /   0.50 MPa	Terra							16/12/2025	PA2015-3320	https://pergamum.anac.gov.br/arquivos/PA2015-3320.pdf	Privado	-45.0491666666700	-17.5916666666667
SNXE	AP0009	Aero Z Ferrus	FERREIRA GOMES	Amapá			051°07'15.0W"	00°59'36.0N"	73,0	VFR	Sem Operação	05/23	1000,0000	18,00	5700 Kg /   0.50 MPa	Piçarra							20/12/2021	PA2011-2469	https://pergamum.anac.gov.br/arquivos/PA2011-2469.pdf	Privado	-51.1208333333300	0.993333333333333
SWOS	GO0141	Fazenda Santa Márcia	CAIAPÔNIA	Goiás			052°08'33.0W"	16°34'51.0S"	663,0	VFR	Sem Operação	11/29	1150,0000	28,00	5700 Kg /   0.50 MPa	Cascalho							25/05/2026	PA2016-1280	https://pergamum.anac.gov.br/arquivos/PA2016-1280.pdf	Privado	-52.1425000000000	-16.5808333333333
SJFL	TO0028	Fazenda Campo Formoso	SANDOLÂNDIA	Tocantins			049°51'56.0W"	12°33'42.0S"	330,0	VFR	Sem Operação	06/24	800,0000	20,00	5000 Kg /   0.50 MPa	Cascalho							10/04/2025	PA2015-0857	https://pergamum.anac.gov.br/arquivos/PA2015-0857.pdf	Privado	-49.8655555555600	-12.5616666666667
	MT0721	Estância Rio Branco	BARRA DO BUGRES	Mato Grosso			057°14'29.0W"	15°04'47.0S"	,0	VFR	Sem Operação	09/27	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							06/04/2031	PA2021-4576	https://pergamum.anac.gov.br/arquivos/PA2021-4576.pdf	Privado	-57.2413888888900	-15.0797222222222
SNOJ	BA0350	Fazenda Paz	FORMOSA DO RIO PRETO	Bahia			045°44'40.0W"	10°35'30.0S"	767,0	VFR		10/28	1551,0000	20,00	5700 Kg /   0.50 MPa	Terra										Privado	-45.7444444444400	-10.5916666666667
	TO0070	Fazenda Alternativa	ALMAS	Tocantins			047°09'57.0W"	11°13'48.0S"	496,0	VFR	Sem Operação	18/36	1100,0000	24,00	5600 Kg /   0.50 MPa	Terra							23/03/2031	PA2021-4439	https://pergamum.anac.gov.br/arquivos/PA2021-4439.pdf	Privado	-47.1658333333300	-11.23
SNWX	MS0238	Fazenda Vista Alegre	CAMPO GRANDE	Mato Grosso do Sul			054°05'36.0W"	20°50'53.0S"	458,0	VFR	Sem Operação	02/20	600,0000	18,00	4000 Kg /   0.50 MPa	Grama										Privado	-54.0933333333300	-20.8480555555556
SIYN	PE0016	Recanto dos Mouras	AFOGADOS DA INGAZEIRA	Pernambuco			037°35'49.0W"	07°45'53.0S"	562,0	VFR	Sem Operação	08/26	750,0000	18,00	5600 Kg /   0.50 MPa	Terra							11/06/2025	PA2015-1394	https://pergamum.anac.gov.br/arquivos/PA2015-1394.pdf	Privado	-37.5969444444400	-7.76472222222222
SSLQ	MS0487	Fazenda Taiamã	CORUMBÁ	Mato Grosso do Sul			055°36'20.0W"	18°05'33.0S"	155,0	VFR	Sem Operação	14/32	550,0000	20,00	5000 Kg /   0.50 MPa	Grama										Privado	-55.6055555555600	-18.0925
SDZO	RR0030	Waromada	UIRAMUTÃ	Roraima			060°26'37.0W"	04°34'39.0N"	203,0	VFR	Sem Operação	01/19	505,0000	18,00	4000 Kg /   0.50 MPa	Terra							03/11/2030	PA2020-2890	https://pergamum.anac.gov.br/arquivos/PA2020-2890.pdf	Privado	-60.4436111111100	4.5775
SNAD	MA0033	Fazenda Águia Branca	CENTRO NOVO DO MARANHÃO	Maranhão			046°46'36.0W"	03°19'36.0S"	125,0	VFR	Sem Operação	10/28	800,0000	18,00	2073 Kg /   0.50 MPa	Piçarra							21/02/2023	PA2015-0379	https://pergamum.anac.gov.br/arquivos/PA2015-0379.pdf	Privado	-46.7766666666700	-3.32666666666667
SBOM	MT0644	Fazenda Santa Maria	LAMBARI D'OESTE	Mato Grosso			057°40'55.0W"	15°22'38.0S"	192,0	VFR	Sem Operação	16/34	1000,0000	20,00	8/F/B/Y/U	Asfalto							22/10/2030	PA2020-2563	https://pergamum.anac.gov.br/arquivos/PA2020-2563.pdf	Privado	-57.6819444444400	-15.3772222222222
SNZE	RS0089	Fazenda Santa Zélia	ITAQUI	Rio Grande do Sul			055°53'20.0W"	29°18'01.0S"	112,0	VFR	Sem Operação	02/20	1199,0000	25,00	5600 Kg /   0.25 MPa	Grama							25/05/2026	PA2016-3352	https://pergamum.anac.gov.br/arquivos/PA2016-3352.pdf	Privado	-55.8888888888900	-29.3002777777778
SJJO	GO0078	João de Oliveira Bueno	MONTE ALEGRE DE GOIÁS	Goiás			047°06'56.0W"	13°11'33.0S"	436,0	VFR	Sem Operação	05/23	700,0000	23,00	5000 Kg /   0.50 MPa	Cascalho							11/09/2024	PA2014-2114	https://pergamum.anac.gov.br/arquivos/PA2014-2114.pdf	Privado	-47.1155555555600	-13.1925
SNUV	MT0270	Rancho Bela Vista	SÃO JOSÉ DO RIO CLARO	Mato Grosso			056°38'15.0W"	13°30'30.0S"	316,0	VFR	Sem Operação	15/33	1700,0000	23,00	5700 Kg /   0.50 MPa	Cascalho							22/11/2028	PA2018-3428	https://pergamum.anac.gov.br/arquivos/PA2018-3428.pdf	Privado	-56.6375000000000	-13.5083333333333
SJGZ	MS0167	Fazenda Araçatuba	ANAURILÂNDIA	Mato Grosso do Sul			052°40'30.0W"	22°05'24.0S"	375,0	VFR	Sem Operação	08/26	1000,0000	25,00	5600 Kg /   0.50 MPa	Grama							06/03/2025	PA2015-0552	https://pergamum.anac.gov.br/arquivos/PA2015-0552.pdf	Privado	-52.6750000000000	-22.09
SJRO	SP0214	Fazenda Santa Elisa	AURIFLAMA	São Paulo			050°38'06.0W"	20°31'50.0S"	400,0	VFR	Sem Operação	09/27	1100,0000	20,00	5000 Kg /   0.50 MPa	Terra							11/07/2022	PA2014-0057	https://pergamum.anac.gov.br/arquivos/PA2014-0057.pdf	Privado	-50.6350000000000	-20.5305555555556
SNSY	MS0229	Fazenda São José	ANASTÁCIO	Mato Grosso do Sul			055°29'46.0W"	20°56'42.0S"	380,0	VFR	Sem Operação	06/24	800,0000	30,00	5000 Kg /   0.50 MPa	Grama							18/07/2023	PA2013-1843	https://pergamum.anac.gov.br/arquivos/PA2013-1843.pdf	Privado	-55.4961111111100	-20.945
SISZ	TO0021	Fazenda São José	COUTO MAGALHÃES	Tocantins			049°23'05.0W"	08°30'49.0S"	165,0	VFR	Sem Operação	06/24	1400,0000	32,00	5670 Kg /   0.50 MPa	Cascalho							09/11/2025	PA2015-2960	https://pergamum.anac.gov.br/arquivos/PA2015-2960.pdf	Privado	-49.3847222222200	-8.51361111111111
